2025-01-06,Fleischgericht,good
2025-01-09,Fleischgericht,veryGood
2025-01-09,Vegetarisch,veryGood
2025-01-09,Vegetarisch,bad
2025-01-09,Service,bad
2025-01-09,Fleischgericht,veryBad
2025-01-09,Service,good
2025-01-09,Vegetarisch,bad
2025-01-09,Vegetarisch,good


2025-01-09,Fleischgericht,neutral
2025-01-09,Service,good
